"","mean_R1","mean_R2","mean_R3","mean_R4","mean_R5","mean_R6","mean_T1","mean_T2","mean_T3","mean_T4","mean_T5","mean_T6","mean_T7","mean_R1_with_ties","mean_R2_with_ties","mean_R3_with_ties","mean_R4_with_ties","mean_R5_with_ties","mean_R6_with_ties","sum_check1","sum_check2","sample_size_in_simulaton"
"100001",0.226632801290806,0.238317792996316,0.0394066307542232,0.024917469786979,0.00343227321273289,0.00225707086192708,0.146757068222908,0.0154476729063584,0.0119242478678712,0.00864708770550708,0.126346717837207,0.125266130109851,0.0306470364473132,0.368292533728749,0.379437231570581,0.115411665533891,0.0986204981837254,0.0205874929265511,0.0176505780565017,1,1,11
"110001",0.241729145421694,0.254762737736339,0.0405624019714527,0.025098468223976,0.00330943264993109,0.00214979170084425,0.142529411067691,0.0139550210601972,0.0106380494827452,0.00751522983006318,0.117150191500988,0.115162504214642,0.0254376151394369,0.375808549229273,0.387848297900744,0.110354610775285,0.092238347595909,0.0182841606183007,0.0154660338804879,1,1,12
"120001",0.255386735213202,0.269656921711304,0.0413835322527246,0.0250394601993953,0.00316869481555108,0.0020332798525159,0.138299679995868,0.0126082964163506,0.00949172160240291,0.00656480023217414,0.108948361534442,0.106092159140463,0.021326357033606,0.382565148817292,0.395407234118404,0.105716254067055,0.0863857934097625,0.0163096359787478,0.0136159336087388,1,1,13
"130001",0.267786276093293,0.28317970053892,0.0419353581581075,0.0247965835323738,0.00301843197362997,0.00191338943307883,0.13414442722866,0.0113998840373164,0.0084757031582773,0.0057616454519917,0.10161345693161,0.0979393698503984,0.0180357736123429,0.388671180442152,0.402227561347173,0.101447990911294,0.0810100823054354,0.0146051589870078,0.0120380260069371,1,1,14
"140001",0.279083756780862,0.295489341974996,0.0422710090505543,0.0244148413259045,0.00286448537449581,0.00179403982598456,0.13010843570422,0.0103186945604209,0.00757779527916539,0.00507877234160848,0.0950320536884511,0.0905971557248289,0.0153696183685077,0.394215604538616,0.408403740750938,0.0975079862364082,0.0760639198893196,0.0131248218869284,0.0106839266977894,0.999999999999999,1,15
"150001",0.289412902136771,0.306724110471312,0.0424334474218717,0.0239300029889928,0.00271086916651161,0.00167778091849862,0.126216582902473,0.00935251733636037,0.00678523045951009,0.00449479491054291,0.0891058000254637,0.0839698100799324,0.0131861511817592,0.399271785464366,0.414014998826141,0.0938602979664103,0.0715052151223406,0.0118322171535898,0.00951548546715167,1,1,16
"160001",0.298888115972643,0.31700426900992,0.0424573379681289,0.0233703384726193,0.00256028861291546,0.00156620440307348,0.122481207702852,0.00848925598294411,0.00608572561051215,0.00399268335412191,0.0837503820599778,0.0779731415475524,0.0113810493027385,0.403900752404515,0.419128285185579,0.0904739985400463,0.067296613602108,0.0106980998319049,0.00850225043584694,1,1,17
"170001",0.30760734742272,0.326434307551239,0.0423706447780917,0.0227580987371563,0.0024145160508399,0.0014602381266371,0.118906743985344,0.00771753860928015,0.00546797112671221,0.00355878989648733,0.0788938697854616,0.0725337122460771,0.00987622168395288,0.408153691255448,0.423800572614275,0.0873223859227881,0.0634049773708765,0.00969871725104911,0.00761965558556235,0.999999999999999,0.999999999999999,18
"180001",0.315654659271373,0.335105085602096,0.04219594858404,0.0221107363414721,0.00227466163361858,0.00136035471087577,0.115492669514145,0.00702698181698727,0.00492181229812239,0.00318210111378225,0.0744749634998413,0.0675877027634291,0.00861232285021601,0.412073862920069,0.428080658882586,0.0843823083841569,0.0598008810139505,0.00881459024070601,0.00684769855853076,0.999999999999999,0.999999999999999,19
"190001",0.323102437643802,0.343095763412191,0.0419515125868565,0.0214418924407728,0.00214136765850875,0.00126671853566633,0.1122354015758,0.00640826668089877,0.00443826785335216,0.00285366672046899,0.070441361515003,0.0630797050666386,0.00754363831004003,0.415698092240877,0.432010589785084,0.0816335997364807,0.0564581519524415,0.00802960741086597,0.00616995887425024,0.999999999999999,0.999999999999999,20
"200001",0.353274578323393,0.374992213641274,0.0401144151369766,0.018073067774396,0.00157765381366892,0.00088711652075813,0.0980852081686507,0.00413468513601318,0.00271734471421106,0.00171911572828462,0.0546889497355377,0.0456255826119795,0.00411006869485522,0.43034666872463,0.447532620480731,0.0702112440218946,0.0429295428866338,0.00518956569496036,0.00379035819114851,0.999999999999998,0.999999999999998,25
"210001",0.375123253549462,0.397383531761949,0.0378925038124253,0.015036577715996,0.00116695667391899,0.000627686935099857,0.0868683771085769,0.00276054339671721,0.00173195698419868,0.0010899700267466,0.0439260434044065,0.0339879672434181,0.00240463138708231,0.4409212357038,0.458212475835794,0.0616365691108342,0.0332973117276515,0.00349298528349795,0.00243942233841955,0.999999999999997,0.999999999999998,30
"220001",0.39160096260309,0.413683672045558,0.0356925648656731,0.0124832631394115,0.000871640632487486,0.000451009103633541,0.0778415821173017,0.0018976792526793,0.00114262104008754,0.00071916353118317,0.0362118328513035,0.0259206850325472,0.00148332378504071,0.448874890718233,0.465812026251322,0.0549945415485047,0.026262136806569,0.00242728265525884,0.00162912202010901,0.999999999999997,0.999999999999997,35
"230001",0.404423539726827,0.42590091191983,0.0336556285521965,0.0103892112021626,0.000658593091489218,0.000329412120654402,0.0704546071498519,0.00133748456850821,0.000776370248829501,0.000490127338240887,0.030476759155993,0.0201535175291444,0.000953837396267828,0.455048195779127,0.471363947158707,0.0497217233138251,0.0210131279905276,0.00173137194424174,0.00112163381356757,0.999999999999996,0.999999999999996,40
"240001",0.414654637258943,0.435281659827606,0.0318201864657584,0.00868556699067687,0.00050351809432814,0.000244475060792032,0.0643142067077742,0.000963227114052299,0.000541100273299259,0.000343230729869983,0.0260876230927479,0.0159260656407443,0.000634502743403162,0.459961302616437,0.475507546459099,0.0454513620263923,0.0170249004049325,0.00126249747352314,0.000792391019610513,0.999999999999995,0.999999999999995,45
"250001",0.422987450614445,0.442633196354517,0.0301846573536877,0.00730035414828353,0.00038941477811394,0.000184204501931959,0.0591380820266293,0.000706942185612267,0.000385584937223848,0.000246030082872166,0.0226480250070868,0.0127618146447248,0.000434243364865568,0.463952878025447,0.478655518584338,0.0419345148441815,0.0139464278334021,0.000938274806500418,0.000572385906124227,0.999999999999994,0.999999999999994,50
