"","mean_R1","mean_R2","mean_R3","mean_R4","mean_R5","mean_R6","mean_T1","mean_T2","mean_T3","mean_T4","mean_T5","mean_T6","mean_T7","mean_R1_with_ties","mean_R2_with_ties","mean_R3_with_ties","mean_R4_with_ties","mean_R5_with_ties","mean_R6_with_ties","sum_check1","sum_check2","sample_size_in_simulaton"
"100001",0.399292673592867,0.409079461595726,0.00103248730039048,0.000577030792507927,1.09058889816364e-05,8.10537934167437e-06,0.185965469657378,5.35343481300098e-05,4.00612862569263e-05,1.65578673867674e-05,0.00229311049257423,0.00156143694749517,6.91648509641007e-05,0.493433491143004,0.502854442373323,0.00221733719590328,0.00138930738454466,5.74794719007084e-05,4.79424313242046e-05,1,1,11
"110001",0.405230390475779,0.415137063243513,0.000821820067141916,0.000431619960939742,7.46621537116436e-06,5.48662290853448e-06,0.175429392903919,3.45046413450779e-05,2.5449785311851e-05,1.06493532559927e-05,0.00171736995890867,0.00110657299158996,4.22137800158484e-05,0.493810807537196,0.50341208182127,0.00170479299727143,0.00100466697939329,3.70788426743411e-05,3.05718221950977e-05,1,1,12
"120001",0.410319563464154,0.42035369615293,0.000660467697052318,0.000326100289554857,5.17406228336732e-06,3.76625647288762e-06,0.166157499769146,2.26445336904649e-05,1.64921263651731e-05,6.97737358493335e-06,0.00130569274890069,0.000795565406947769,2.63601189172326e-05,0.494055553076331,0.50383462209413,0.00132902969150077,0.0007365224093642,2.43783690739385e-05,1.98943596008129e-05,1,1,13
"130001",0.414743945472456,0.424911484597868,0.000535665126786026,0.000248774199144174,3.62643538637103e-06,2.61916238980637e-06,0.157920395488025,1.51054619205896e-05,1.08820354243421e-05,4.64877575267822e-06,0.00100640401649952,0.000579647199130324,1.68020292168018e-05,0.494210145562921,0.504164306279648,0.00104922020419888,0.000546839154624307,1.63038924258053e-05,1.31849061811168e-05,1,1,14
"140001",0.418636687899689,0.428941701344473,0.00043819921619699,0.000191552309679681,2.56850458283574e-06,1.84352094604839e-06,0.150542771342968,1.02265441528457e-05,7.29936186336743e-06,3.1447531050281e-06,0.000785491966257339,0.000427602917822102,1.09103182634839e-05,0.494302637940679,0.504428706861245,0.000837876857779329,0.000410821835899663,1.107253958902e-05,8.88396480749348e-06,1,1,15
"150001",0.422096565374695,0.43254134278926,0.00036137256310426,0.000148800123170947,1.83690164992253e-06,1.31211615170184e-06,0.1438881671464,7.01723783560992e-06,4.9702553977366e-06,2.15694520699863e-06,0.000620142840961034,0.000319110802998244,7.20490316822122e-06,0.49435192118557,0.504646182581154,0.000676153419697285,0.000312041469563641,7.62481036593035e-06,6.07653364877299e-06,1,1,16
"160001",0.425198419113564,0.435783713881394,0.000300275644876416,0.000116560535577247,1.32547532801958e-06,9.43550221583978e-07,0.137848610693071,4.87449686063063e-06,3.43111426385018e-06,1.49819064186255e-06,0.000494784313048342,0.000240731515153042,4.83147599989033e-06,0.494370921862624,0.504829190231506,0.000550910295830885,0.000239447096285675,5.31706507924789e-06,4.21344867442206e-06,1,1,17
"170001",0.428000048184551,0.438725356887834,0.000251277367274819,9.20300151320622e-05,9.6435277930195e-07,6.84987241104287e-07,0.132337417280673,3.42420153471188e-06,2.39858271584527e-06,1.05268656703244e-06,0.000398613681682389,0.0001834461734704,3.28559854429615e-06,0.494368611265486,0.504986336214663,0.000452843908640752,0.000185499992982567,3.75039658755681e-06,2.95822163992584e-06,1,1,18
"180001",0.430546862956695,0.441410693456999,0.000211667756394931,7.32044441560623e-05,7.06969114721204e-07,5.01657306194496e-07,0.127284082798832,2.43020139593057e-06,1.69623944134145e-06,7.47504335046305e-07,0.000324023832395186,0.000141119007957935,2.2631749763625e-06,0.494351293468138,0.505123671556223,0.000375271969119883,0.000144989263685095,2.67301780960339e-06,2.10072502378213e-06,0.999999999999999,1,19
"190001",0.43287509540276,0.443875203258388,0.000179406071699855,5.86382797597804e-05,5.21926544956068e-07,3.70379506085479e-07,0.122630593284197,1.74103599406062e-06,1.21234448287612e-06,5.35960930500033e-07,0.000265582871621884,0.000109521822933186,1.57736118172714e-06,0.4943234463742,0.505245523705483,0.000313330919038115,0.000114268256998099,1.92331853752425e-06,1.50742574306141e-06,1,1,20
"200001",0.442100712414339,0.453734201547147,8.49778372593158e-05,2.11690263539662e-05,1.2496521738872e-07,8.99399510230634e-08,0.103913977756087,3.69173181870034e-07,2.58031968221205e-07,1.14555466132899e-07,0.000109140872621154,3.45636001702724e-05,3.00280237117681e-07,0.4941123217754,0.505708522271982,0.000139782906867014,3.86298891293994e-05,4.16876247576467e-07,3.26280374386395e-07,1,1,25
"210001",0.448671425151849,0.460847926156798,4.47186813382404e-05,8.6081603816747e-06,3.34499424965099e-08,2.48500057195007e-08,0.0903628812755501,9.05791475563712e-08,6.48589446487805e-08,2.85039530977352e-08,5.14527783858735e-05,1.26768108009292e-05,6.87429026282547e-08,0.493878603635967,0.506035716657123,7.05018172553934e-05,1.49904524049017e-05,1.04448643261606e-07,8.2988605030801e-08,0.999999999999999,0.999999999999999,30
"220001",0.453628970813457,0.466265656931251,2.54274224435186e-05,3.81395604860333e-06,9.68350737179632e-09,7.51414320038691e-09,0.0800440436557589,2.45783489617884e-08,1.82908062153254e-08,7.88687486471857e-09,2.68178634816226e-05,5.18351298461161e-06,1.78908917671519e-08,0.493664404554892,0.506290273497438,3.88516251741053e-05,6.41783975931132e-06,2.88979345795751e-08,2.35847990349342e-08,0.999999999999997,0.999999999999998,35
"230001",0.457519019831293,0.470547902171783,1.5322175934776e-05,1.79951192551964e-06,2.96869693535562e-09,2.42390564028655e-09,0.07189856442242,7.16932384417542e-09,5.59767171155367e-09,2.356448783274e-09,1.50708753733093e-05,2.29538972745529e-06,5.10549180247581e-09,0.493475838331105,0.506498332928772,2.28620491986532e-05,2.95085654040348e-06,8.58249854949297e-09,7.25188118811302e-09,0.999999999999996,0.999999999999996,40
"240001",0.460660242528789,0.474027220327041,9.65090540345655e-06,8.90107175400749e-07,9.50711671936385e-10,8.19834664938407e-10,0.0652919378760784,2.207346911655e-09,1.81804463993761e-09,7.45495057936282e-10,8.97120086636998e-06,1.07895373275818e-06,1.55947391177372e-09,0.493310697327174,0.506673729001859,1.4137869422416e-05,1.43075297641844e-06,2.68704497536098e-09,2.36151683250431e-09,0.999999999999993,0.999999999999993,45
"250001",0.463253277754212,0.476915501599351,6.29133578886131e-06,4.56552122249002e-07,3.15114575110679e-10,2.87272303978665e-10,0.0598183547265508,7.08671964645169e-10,6.17080228832774e-10,2.46355671962891e-10,5.58447289268249e-06,5.30883117831056e-07,5.01460518820612e-10,0.49316524743751,0.506824944487762,9.08401014793801e-06,7.22385798032083e-07,8.76205146551478e-10,8.02567007513267e-10,0.99999999999999,0.99999999999999,50
