"","mean_R1","mean_R2","mean_R3","mean_R4","mean_R5","mean_R6","mean_T1","mean_T2","mean_T3","mean_T4","mean_T5","mean_T6","mean_T7","mean_R1_with_ties","mean_R2_with_ties","mean_R3_with_ties","mean_R4_with_ties","mean_R5_with_ties","mean_R6_with_ties","sum_check1","sum_check2","sample_size_in_simulaton"
"100001",0.0020168103425972,0.470723450842411,0.000101367746918161,0.288159203534873,6.63083693409808e-05,0.000672686765049311,0.00417605828332448,0.000114790355369306,0.00178826864641749,0.000191823336679056,0.000295472978141394,0.231395286249118,0.000298472549760232,0.00430232139829017,0.588558868533593,0.00035624483863355,0.404800726407601,0.000269360640325201,0.00171247818155762,1,1,11
"110001",0.0016896857003946,0.481828085664104,8.50711054450417e-05,0.290037876307433,5.48749610086538e-05,0.000537187547356292,0.00326644708662059,8.85079892365681e-05,0.00133603346712254,0.000144446238322285,0.00022546279725571,0.220494521802882,0.000211799332818244,0.00347094053113579,0.593743869997658,0.000277356387494221,0.400988453831239,0.000206651963591121,0.00131272728888175,1,1,12
"120001",0.00142890007510621,0.491738696136325,7.24611485115881e-05,0.291282899249013,4.60951443688901e-05,0.000433757120648674,0.00259124427001082,6.96348458144126e-05,0.00101425431852314,0.000111027052605862,0.000175623486451526,0.210881443368089,0.000153963784531245,0.00283799458409259,0.59850070058613,0.000220750945399765,0.397256408723075,0.000162086724334235,0.00102205843696838,1,1,13
"130001",0.00121923835795147,0.500693523985191,6.25707870499797e-05,0.292047810732187,3.92579843175321e-05,0.000353968709870013,0.0020823036626573,5.57983422857286e-05,0.000781360538095885,8.69449012007748e-05,0.000139386394854883,0.202323465024245,0.000114370580092791,0.00234914515005636,0.602915470091991,0.000179224918969084,0.393619285276707,0.000129691369409582,0.000807183192867141,1,1,14
"140001",0.00104925767849894,0.508868732973503,5.47126738978342e-05,0.292442722710526,3.38622841279992e-05,0.000291781546082119,0.00169325741479765,4.54618401486016e-05,0.000610136188677335,6.92532105856403e-05,0.000112531509594934,0.19464165167542,8.6638294140085e-05,0.00196659185638525,0.607050627234302,0.000148149064459616,0.390083056358265,0.000105659525185134,0.000645915961403621,1,1,15
"150001",0.000910317836447421,0.516397322181738,4.83922902830209e-05,0.292548289080242,2.95501317405569e-05,0.000242830713008745,0.0013919964277813,3.76064711749965e-05,0.0004824207580816,5.60265205076603e-05,9.22813841891663e-05,0.187696156791373,6.68094134322537e-05,0.00166359164467136,0.610952533693554,0.000124471120203811,0.386648712757208,8.75015298205943e-05,0.000523189254542084,1,1,16
"160001",0.000795855761134284,0.523381620149251,4.32494311356122e-05,0.29242472077147,2.60626228190109e-05,0.000203933514571375,0.0011559210966498,3.15421326282498e-05,0.000385880493105812,4.59784763374742e-05,7.67676083564116e-05,0.181376103419973,5.23645225676847e-05,0.00142092753406534,0.61465635982799,0.00010613172205589,0.383314440148438,7.35503477298203e-05,0.000428590419720965,1,1,17
"170001",0.000700851051960775,0.529901723982095,3.90185336825887e-05,0.292117743039491,2.32101096468839e-05,0.000172747047377212,0.000968883576938061,2.67922484763808e-05,0.000312000595370683,3.82322439984479e-05,6.47080630084862e-05,0.175592428095428,4.16614125262359e-05,0.00122459044068842,0.618189323387033,9.17122581793949e-05,0.380076900953644,6.26659246386709e-05,0.00035480703581615,1,1,18
"180001",0.000621434397128142,0.53602131797947,3.55015198215209e-05,0.291662618958117,2.08519955507779e-05,0.000147529918804534,0.000819183534503882,2.30218160506553e-05,0.000254812552050452,3.21790740035687e-05,5.52068490888828e-05,0.170272734898708,3.36065067020753e-05,0.00106423067337487,0.621572878280526,8.02169368416359e-05,0.376931993767947,5.40535250282358e-05,0.000296626816281891,0.999999999999999,0.999999999999999,19
"190001",0.00055460063493742,0.541791762692527,3.25490008129844e-05,0.291086922202326,1.88828510911269e-05,0.000126975446588871,0.000698232301489063,1.9991490855062e-05,0.000210072932709706,2.73891811172644e-05,4.76274629077479e-05,0.165357536559908,2.74572427292437e-05,0.000932106724257366,0.624824223330347,7.093468481593e-05,0.373875303155757,4.71493941988308e-05,0.000250282710623896,1,0.999999999999999,20
"200001",0.000342026135459865,0.56665120977831,2.30587221303236e-05,0.287031033482588,1.26372234870633e-05,6.65263455768816e-05,0.000348646836864084,1.12216621927066e-05,9.04659836747323e-05,1.40724268745248e-05,2.61154604661572e-05,0.145371234142065,1.17518003090537e-05,0.000531365917509827,0.63951310890116,4.36859168445978e-05,0.359763842178843,2.72429014055213e-05,0.000120754184236352,0.999999999999999,0.999999999999999,25
"210001",0.000237016267943129,0.586877351638595,1.80609865199909e-05,0.28195179578769,9.42326900184102e-06,4.02758888702777e-05,0.000200298026748204,7.34163866842161e-06,4.61295629432749e-05,8.60530289254989e-06,1.69361886468686e-05,0.130580568735135,6.19670634327426e-06,0.000346666160031211,0.652268817803927,3.12326845681817e-05,0.34726617772112,1.84295241728725e-05,6.86761061787358e-05,0.999999999999998,0.999999999999998,30
"220001",0.000179306745655574,0.604053004359692,1.49876165845993e-05,0.276493108078815,7.49049253231147e-06,2.724720325033e-05,0.000128086595931568,5.28635645353558e-06,2.6860530986772e-05,5.89864025632182e-06,1.22243053910418e-05,0.119042720339639,3.77873480801725e-06,0.000250091985451548,0.663639037616612,2.43727366415576e-05,0.336028528303263,1.37127800219097e-05,4.42565780065465e-05,0.999999999999997,0.999999999999997,35
"230001",0.000144794090473631,0.6190435545491,1.28723806708658e-05,0.2709416239879,6.19067945924864e-06,2.00203415562555e-05,8.90527639659989e-05,4.0463668782292e-06,1.73645835412266e-05,4.35698452163257e-06,9.44860051482165e-06,0.109704127036132,2.54763528123236e-06,0.000194469378594246,0.673940569055029,2.00444702475966e-05,0.325802794403617,1.08169610393849e-05,3.13057314678905e-05,0.999999999999995,0.999999999999995,40
"240001",0.000122672878089108,0.632377897564918,1.12962287931915e-05,0.265435882208278,5.24546863337695e-06,1.56131997614417e-05,6.61185531320713e-05,3.22492474918334e-06,1.21714236468877e-05,3.38242374989464e-06,7.63799508660048e-06,0.101937015920617,1.84121053770375e-06,0.000159858020621394,0.683379771670216,1.7034557134034e-05,0.316410782748833,8.85601130586656e-06,2.36969918827835e-05,0.999999999999993,0.999999999999993,45
"250001",0.000107645251659234,0.644405356480655,1.00548851758841e-05,0.260045285019258,4.51977886623826e-06,1.27009178682731e-05,5.16912587946365e-05,2.64287508649382e-06,9.06995131544991e-06,2.7171428649858e-06,6.36500086172219e-06,0.0953405541514081,1.39728617613249e-06,0.000136906262516769,0.692101712066786,1.47917041793475e-05,0.307720329951649,7.43266887133348e-06,1.88273459878464e-05,0.99999999999999,0.99999999999999,50
